nb_shards,nb_requests,accuracy, SP,PE,EOpp,EOdds,retraining_time
5,372,0.66, 0.38, 0.28, 0.45, 0.45,  3.986691474914551
5,373,0.66, 0.37, 0.28, 0.44, 0.44,  3.971729040145874
5,374,0.65, 0.37, 0.27, 0.45, 0.45,  4.052647829055786
5,375,0.66, 0.39, 0.32, 0.43, 0.43,  4.000645160675049
5,376,0.67, 0.36, 0.27, 0.42, 0.42,  4.012530565261841
5,377,0.66, 0.4, 0.3, 0.47, 0.47,  4.02140474319458
5,378,0.67, 0.37, 0.28, 0.43, 0.43,  3.98583722114563
5,379,0.66, 0.33, 0.24, 0.4, 0.4,  3.9601311683654785
5,380,0.66, 0.38, 0.29, 0.46, 0.46,  4.009345293045044
5,381,0.67, 0.39, 0.29, 0.47, 0.47,  3.9559218883514404
5,382,0.66, 0.38, 0.29, 0.44, 0.44,  3.9618709087371826
5,383,0.66, 0.38, 0.29, 0.44, 0.44,  3.9303297996520996
5,384,0.66, 0.27, 0.18, 0.34, 0.34,  3.9580914974212646
5,385,0.67, 0.36, 0.29, 0.4, 0.4,  4.010021448135376
5,386,0.67, 0.36, 0.27, 0.43, 0.43,  4.064651966094971
5,387,0.65, 0.35, 0.26, 0.41, 0.41,  4.009011268615723
5,388,0.66, 0.36, 0.26, 0.44, 0.44,  4.028498411178589
5,389,0.65, 0.46, 0.38, 0.52, 0.52,  3.9862871170043945
5,390,0.65, 0.37, 0.27, 0.45, 0.45,  3.9857447147369385
5,391,0.67, 0.38, 0.31, 0.43, 0.43,  3.9325549602508545
5,392,0.66, 0.39, 0.3, 0.45, 0.45,  3.970939874649048
5,393,0.67, 0.39, 0.3, 0.47, 0.47,  3.9022958278656006
5,394,0.66, 0.38, 0.3, 0.43, 0.43,  3.9660792350769043
5,395,0.66, 0.39, 0.29, 0.46, 0.46,  3.954721689224243
5,396,0.66, 0.36, 0.27, 0.42, 0.42,  4.017380714416504
5,397,0.66, 0.35, 0.25, 0.42, 0.42,  3.9304845333099365
5,398,0.66, 0.3, 0.21, 0.36, 0.36,  3.945828676223755
5,399,0.67, 0.36, 0.28, 0.41, 0.41,  3.9536452293395996
5,400,0.67, 0.35, 0.25, 0.42, 0.42,  3.969825029373169
5,401,0.67, 0.3, 0.21, 0.36, 0.36,  3.928204298019409
5,402,0.66, 0.4, 0.32, 0.46, 0.46,  4.008883476257324
5,403,0.67, 0.31, 0.2, 0.39, 0.39,  3.9958465099334717
5,404,0.66, 0.36, 0.28, 0.42, 0.42,  3.997878074645996
5,405,0.67, 0.36, 0.27, 0.42, 0.42,  3.972503662109375
5,406,0.66, 0.38, 0.28, 0.46, 0.46,  3.998889923095703
5,407,0.67, 0.4, 0.32, 0.45, 0.45,  4.01316499710083
5,408,0.66, 0.41, 0.32, 0.48, 0.48,  4.032973051071167
5,409,0.67, 0.36, 0.28, 0.41, 0.41,  4.01806378364563
5,410,0.66, 0.39, 0.29, 0.47, 0.47,  4.046942234039307
5,411,0.65, 0.4, 0.31, 0.47, 0.47,  3.9598538875579834
5,412,0.67, 0.37, 0.28, 0.45, 0.45,  3.99267840385437
