nb_shards,nb_requests,accuracy, SP,PE,EOpp,EOdds,retraining_time
5,202,0.83, 0.18, 0.08, 0.19, 0.19,  30.177128314971924
5,203,0.84, 0.18, 0.08, 0.18, 0.18,  30.8136625289917
5,204,0.84, 0.18, 0.08, 0.19, 0.19,  30.792248964309692
5,205,0.84, 0.18, 0.08, 0.19, 0.19,  30.782227039337158
5,206,0.83, 0.18, 0.08, 0.17, 0.17,  29.949871301651
5,207,0.84, 0.18, 0.08, 0.19, 0.19,  30.68591284751892
5,208,0.84, 0.18, 0.08, 0.17, 0.17,  30.760039567947388
5,209,0.84, 0.18, 0.08, 0.19, 0.19,  31.15011978149414
5,210,0.84, 0.18, 0.08, 0.18, 0.18,  31.11180353164673
5,211,0.84, 0.18, 0.08, 0.17, 0.17,  31.08398962020874
5,212,0.84, 0.18, 0.08, 0.19, 0.19,  31.586700677871704
5,213,0.84, 0.18, 0.08, 0.18, 0.18,  30.567526817321777
5,214,0.84, 0.18, 0.08, 0.19, 0.19,  31.965478897094727
5,215,0.84, 0.18, 0.08, 0.19, 0.19,  31.030303001403812
5,216,0.84, 0.18, 0.08, 0.19, 0.19,  30.41213345527649
5,217,0.84, 0.18, 0.08, 0.19, 0.19,  30.752175331115723
5,218,0.84, 0.18, 0.08, 0.18, 0.18,  30.364418029785156
5,219,0.84, 0.18, 0.08, 0.18, 0.18,  31.257548093795776
5,220,0.84, 0.18, 0.08, 0.17, 0.17,  30.484867572784424
5,221,0.84, 0.18, 0.08, 0.19, 0.19,  30.5045428276062
5,222,0.84, 0.18, 0.08, 0.2, 0.2,  30.99897336959839
5,223,0.84, 0.18, 0.08, 0.2, 0.2,  30.71697688102722
5,224,0.84, 0.18, 0.08, 0.18, 0.18,  31.00951075553894
5,225,0.84, 0.18, 0.08, 0.18, 0.18,  30.873111248016357
5,226,0.84, 0.19, 0.08, 0.19, 0.19,  29.990793466567993
5,227,0.84, 0.18, 0.08, 0.18, 0.18,  31.05126976966858
5,228,0.84, 0.19, 0.08, 0.2, 0.2,  30.338789463043213
5,229,0.84, 0.18, 0.08, 0.17, 0.17,  31.275876998901367
5,230,0.84, 0.18, 0.08, 0.18, 0.18,  30.10221028327942
5,231,0.84, 0.18, 0.08, 0.18, 0.18,  30.21123433113098
5,232,0.84, 0.18, 0.08, 0.19, 0.19,  32.24150371551514
5,233,0.84, 0.19, 0.08, 0.2, 0.2,  30.76062321662903
5,234,0.84, 0.18, 0.08, 0.19, 0.19,  30.712544441223145
5,235,0.84, 0.18, 0.08, 0.19, 0.19,  30.831276893615723
5,236,0.84, 0.18, 0.08, 0.18, 0.18,  30.531943559646606
5,237,0.84, 0.18, 0.08, 0.2, 0.2,  31.47432780265808
5,238,0.84, 0.18, 0.08, 0.17, 0.17,  30.315428733825684
5,239,0.84, 0.18, 0.08, 0.2, 0.2,  30.356340408325195
5,240,0.84, 0.19, 0.08, 0.19, 0.19,  31.55335521697998
5,241,0.84, 0.18, 0.08, 0.2, 0.2,  30.851078510284424
5,242,0.84, 0.19, 0.08, 0.21, 0.21,  31.397965908050537
